SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DOB,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,Price,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2021,M,21KEENOV,11/11/2021,2,2,378,378,McGinnis,McGinnis,,,2/7/2021,2,CH   ,Colt,,WN,,,,Yoshida (JPN),Yoshida (JPN),Catherinethegreat,Catherinethegreat,,,,,,,,,,"Taylor Made Sales Agency, Agent for WinStar Farm Bred & Raised ",,,,"Georgia & James Keogh, Grovendale Agent",,,,150000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,379,379,Life's an Audible,Life's an Audible,,,1/29/2021,2,B    ,Filly,,WN,,,,Audible,Audible,Catkins,Catkins,,,,,,,,,,"Vinery Sales, Agent XIII ",,,,Stone Bridge Farm,,,,25000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,380,380,,,,,4/17/2021,2,CH,Colt,,WN,,,,Catalina Cruiser,Catalina Cruiser,Causey,Causey,,,,,,,,,,"Legacy Bloodstock, Agent XXX ",,,,Blue Sky Stables,,,,200000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,381,381,Causey,Causey,,,3/27/2007,16,CH,Mare,,B,,,,Giant's Causeway,Giant's Causeway,Nasty Storm,Nasty Storm,,,,,,,,McKinzie,6/11/2021,"Legacy Bloodstock, Agent XXX ",,,,St. Simon Place,,,,50000,,,,,T,2007
2021,M,21KEENOV,11/11/2021,2,2,382,382,Cease and Desist,Cease and Desist,,,4/14/2018,5,B,Filly,,BP,,,,Into Mischief,Into Mischief,Imprecation,Imprecation,,,,,,,,,,"Mill Ridge Sales, Agent ",,,,"J.S. Company, Limited",,,,235000,,,,,T,2018
2021,M,21KEENOV,11/11/2021,2,2,383,383,Celtic Summer,Celtic Summer,,,3/24/2014,9,B,Mare,,B,,,,Northern Afleet,Northern Afleet,Summer Rules,Summer Rules,,,,,,,,Munnings,5/23/2021,"Bill Murphy, Agent V ",,,,"R.N.A. (65,000)",,,,,,,,,T,2014
2021,M,21KEENOV,11/11/2021,2,2,384,384,,,,,3/6/2021,2,B,Filly,,WN,,,,Audible,Audible,Celtic Summer,Celtic Summer,,,,,,,,,,"Bill Murphy, Agent II ",,,,Rosewood Farm,,,,60000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,385,385,,,,,2/3/2021,2,CH,Colt,,WN,,,,Gun Runner,Gun Runner,Champagne Humor,Champagne Humor,,,,,,,,,,Brandywine Farm (Jim & Pam Robinson) and Gun Runner Syndicate,,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,386,386,,,,,3/16/2021,2,B,Filly,,WN,,,,Catholic Boy,Catholic Boy,Champagne Ice,Champagne Ice,,,,,,,,,,Brandywine Farm (Jim & Pam Robinson) ,,,,"Peter Pugh, Agent for Cherry Knoll Farm",,,,100000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,387,387,Channel Princess,Channel Princess,,,3/14/2016,7,B,Mare,,B,,,,English Channel,English Channel,Carnival Kitten,Carnival Kitten,,,,,,,,Omaha Beach,3/14/2021,"Legacy Bloodstock, Agent XXXI ",,,,Woodford Thoroughbreds LLC,,,,150000,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,388,388,Duke of Duval,Duke of Duval,,,4/12/2021,2,GR/RO,Colt,,WN,,,,Arrogate,Arrogate,Chaotic Cat,Chaotic Cat,,,,,,,,,,"Bluewater Sales LLC, Agent XXI ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,389,389,Charming Lady,Charming Lady,,,4/28/2017,6,DB/BR,Mare,,B,,,,Ghostzapper,Ghostzapper,I'm Mom's Favorite,I'm Mom's Favorite,,,,,,,,Liam's Map,4/2/2021,"Lane's End, Agent ",,,,"Cary Bloodstock, Agent for Coteau Grove Farms",,,,325000,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,390,390,Nocreekforme,Nocreekforme,,,2/18/2021,2,B,Colt,,WN,,,,Flatter,Flatter,Chastise,Chastise,,,,,,,,,,"Claiborne Farm, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,391,391,Chica Boom Chic,Chica Boom Chic,,,1/28/2016,7,GR/RO,Mare,,B,,,,Tapit,Tapit,Miss Empire,Miss Empire,,,,,,,,City of Light,6/11/2021,"Lane's End, Agent ",,,,Calumet Farm,,,,150000,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,392,392,Circumstance,Circumstance,,,5/15/2008,15,DB/BR,Mare,,B,,,,Vindication,Vindication,Scapegoat,Scapegoat,,,,,,,,Klimt,4/30/2021,"St George Sales, Agent XXX ",,,,Belbowrie Bloodstock,,,,35000,,,,,T,2008
2021,M,21KEENOV,11/11/2021,2,2,393,393,Good by Faith,Good by Faith,,,3/15/2021,2,B    ,Filly,,WN,,,,Klimt,Klimt,Circumstance,Circumstance,,,,,,,,,,"St George Sales, Agent XXX ",,,,"R.N.A. (19,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,394,394,,,,,4/28/2021,2,B,Colt,,WN,,,,Munnings,Munnings,Civility Pledge,Civility Pledge,,,,,,,,,,"Little's Bloodstock, LLC, Agent XXI ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,395,395,,,,,3/30/2021,2,B,Filly,,WN,,,,Mitole,Mitole,Cloud Jumper,Cloud Jumper,,,,,,,,,,"Burleson Farms, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,396,396,Cloudy Dancer (GB),Cloudy Dancer (GB),,,3/13/2016,7,GR/RO,Mare,,B,,,,Invincible Spirit (IRE),Invincible Spirit (IRE),Ronaldsay (GB),Ronaldsay (GB),,,,,,,,Not This Time,4/28/2021,"Frankfort Park Farm, Agent ",,,,Out,,,,0,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,397,397,Coccinella,Coccinella,,,4/23/2019,4,B,Filly,,BRP,,,,Noble Mission (GB),Noble Mission (GB),Bird Flown (GB),Bird Flown (GB),,,,,,,,,,"Mill Ridge Sales, Agent for Juddmonte ",,,,Howson/Houldsworth Bloodstock,,,,130000,,,,,T,2019
2021,M,21KEENOV,11/11/2021,2,2,398,398,Coffee Clique,Coffee Clique,,,2/24/2010,13,B,Mare,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Miss Chapin,Miss Chapin,,,,,,,,Oscar Performance,5/21/2021,"Mill Ridge Sales, Agent ",,,,Andrew N. Warren,,,,85000,,,,,T,2010
2021,M,21KEENOV,11/11/2021,2,2,399,399,Coilean Bawn,Coilean Bawn,,,4/23/2016,7,B,Mare,,B,,,,Pioneerof the Nile,Pioneerof the Nile,Holy Heavens,Holy Heavens,,,,,,,,Hard Spun,3/1/2021,"Winter Quarter Farm, Agent I ",,,,Out,,,,0,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,400,400,Conquest Dynasty,Conquest Dynasty,,,4/11/2013,10,DB/BR,Mare,,B,,,,Court Vision,Court Vision,Chick,Chick,,,,,,,,Not This Time,4/12/2021,"Ballysax Bloodstock, Agent for Grantley Acres ",,,,Out,,,,0,,,,,T,2013
2021,M,21KEENOV,11/11/2021,2,2,401,401,Conquest Vivi,Conquest Vivi,,,3/5/2014,9,B,Mare,,B,,,,Court Vision,Court Vision,Keen Victory,Keen Victory,,,,,,,,Ghostzapper,6/1/2021,"Hidden Brook, Agent XXXIV ",,,,Brad King,,,,65000,,,,,T,2014
2021,M,21KEENOV,11/11/2021,2,2,402,402,Hot Dance,Hot Dance,,,5/7/2021,2,CH,Filly,,WN,,,,Ghostzapper,Ghostzapper,Conquest Vivi,Conquest Vivi,,,,,,,,,,"Hidden Brook, Agent XXXIV ",,,,"R.N.A. (110,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,403,403,Molson's Legacy,Molson's Legacy,,,2/14/2021,2,CH,Colt,,WN,,,,Mitole,Mitole,Coqui,Coqui,,,,,,,,,,"Garrencasey Sales LLC, Agent ",,,,"R.N.A. (37,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,404,404,Go Otto Go,Go Otto Go,,,2/25/2021,2,DB/BR,Colt,,WN,,,,Bolt d'Oro,Bolt d'Oro,Court Dancer,Court Dancer,,,,,,,,,,"James B. Keogh (Grovendale), Agent XXXVI ",,,,"R.N.A. (42,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,405,405,Jumby,Jumby,,,2/10/2021,2,DB/BR,Filly,,WN,,,,Ghostzapper,Ghostzapper,Crabcakes,Crabcakes,,,,,,,,,,Morgan's Ford Farm ,,,,Stepaside Farm ,,,,140000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,406,406,Crypto Crush,Crypto Crush,,,2/6/2021,2,B,Filly,,WN,,,,Vino Rosso,Vino Rosso,Cryptobullet,Cryptobullet,,,,,,,,,,"Taylor Made Sales Agency, Agent XXIX ",,,,Sycamore,,,,80000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,407,407,Crystalle,Crystalle,,,3/4/2017,6,DB/BR,Filly,,BRP,,,,Palace Malice,Palace Malice,Undo,Undo,,,,,,,,,,"Bluewater Sales LLC, Agent II ",,,,Out,,,,0,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,408,408,Larapin,Larapin,,,4/13/2021,2,CH,Colt,,WN,,,,Munnings,Munnings,Curlinup,Curlinup,,,,,,,,,,"Vinery Sales, Agent L ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,409,409,Cut in Stone,Cut in Stone,,,4/19/2012,11,DB/BR,Mare,,B,,,,Speightstown,Speightstown,Tizamazing,Tizamazing,,,,,,,,Nyquist,2/26/2021,"Lane's End, Agent ",,,,"Peter Kirwan, Agent for Susan Bunning",,,,165000,,,,,T,2012
2021,M,21KEENOV,11/11/2021,2,2,410,410,Dakota Queen,Dakota Queen,,,5/10/2012,11,GR/RO,Mare,,B,,,,War Front,War Front,Moon Queen (IRE),Moon Queen (IRE),,,,,,,,Authentic,3/28/2021,"St George Sales, Agent V ",,,,Barry And Judith Becker,,,,345000,,,,,T,2012
2021,M,21KEENOV,11/11/2021,2,2,411,411,Fashion Photo,Fashion Photo,,,2/5/2021,2,B,Colt,,WN,,,,Demarchelier (GB),Demarchelier (GB),Dane,Dane,,,,,,,,,,"Hidden Brook, Agent XV ",,,,White Birch Farm,,,,40000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,412,412,,,,,3/8/2021,2,DB/BR,Colt,,WN,,,,Liam's Map,Liam's Map,Darby Blush,Darby Blush,,,,,,,,,,"Hidden Brook, Agent XXII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,413,413,Dark Corner,Dark Corner,,,3/20/2016,7,GR/RO,Mare,,B,,,,Into Mischief,Into Mischief,No Use Denying,No Use Denying,,,,,,,,Improbable,2/16/2021,"Buckland Sales (Zach Madden), Agent XLV ",,,,CHC INC.,,,,175000,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,414,414,Dear One,Dear One,,,2/16/2017,6,CH,Mare,,B,,,,Silver Max,Silver Max,Cara Bella,Cara Bella,,,,,,,,Broken Vow,4/11/2021,Stone Farm ,,,,"R.N.A. (45,000)",,,,,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,415,415,Arrodehere,Arrodehere,,,3/22/2021,2,CH,Colt,,WN,,,,Arrogate,Arrogate,Deherewego,Deherewego,,,,,,,,,,"Four Star Sales, Agent ",,,,Old Chapel Farm,,,,10000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,416,416,,,,,4/19/2021,2,CH,Colt,,WN,,,,Mendelssohn,Mendelssohn,Design for Life,Design for Life,,,,,,,,,,"Wynnstay Sales, Agent I ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,417,417,,,,,3/27/2021,2,B,Colt,,WN,,,,Arrogate,Arrogate,Destine,Destine,,,,,,,,,,"Taylor Made Sales Agency, Agent CXXXIII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,418,418,Middle Market,Middle Market,,,2/17/2021,2,B,Colt,,WN,,,,Maclean's Music,Maclean's Music,Diamond Maker,Diamond Maker,,,,,,,,,,"Four Star Sales, Agent ",,,,Sand Hill Stables,,,,250000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,419,419,Dirty Dangle,Dirty Dangle,,,2/16/2018,5,GR/RO,Filly,,BRP,,,,Not This Time,Not This Time,Chambray,Chambray,,,,,,,,,,"Bluewater Sales LLC, Agent XIII ",,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/11/2021,2,2,420,420,,,,,2/28/2021,2,B,Colt,,WN,,,,Maximus Mischief,Maximus Mischief,Dis Smart Cat,Dis Smart Cat,,,,,,,,,,"Bill Murphy, Agent VIII ",,,,"R.N.A. (30,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,421,421,Divino,Divino,,,2/1/2021,2,CH   ,Colt,,WN,,,,Good Magic,Good Magic,Divine Escapade,Divine Escapade,,,,,,,,,,"James B. Keogh (Grovendale), Agent XXXVI ",,,,Hunter Valley Farm,,,,150000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,422,422,Dogwood Trail,Dogwood Trail,,,3/13/2012,11,CH,Mare,,B,,,,Awesome of Course,Awesome of Course,Ladyinareddress,Ladyinareddress,,,,,,,,Authentic,3/27/2021,"Four Star Sales, Agent for Malibu Farm ",,,,"Cary Bloodstock, Agent for Coteau Grove Farms",,,,175000,,,,,T,2012
2021,M,21KEENOV,11/11/2021,2,2,423,423,,,,,4/1/2021,2,B,Filly,,WN,,,,Practical Joke,Practical Joke,Donnie's Secret,Donnie's Secret,,,,,,,,,,"Four Star Sales, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,424,424,Double Duty,Double Duty,,,2/5/2017,6,CH,Mare,,B,,,,Curlin,Curlin,Cat Charmer,Cat Charmer,,,,,,,,Union Rags,3/27/2021,"Lane's End, Agent ",,,,Gage Hill II & Lanes End Farm,,,,260000,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,425,425,Dovima,Dovima,,,5/5/2017,6,CH,Mare,,B,,,,Union Rags,Union Rags,Miss Utada,Miss Utada,,,,,,,,Liam's Map,4/26/2021,"Lane's End, Agent ",,,,South Sea Bloodstock,,,,150000,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,426,426,Down in Front,Down in Front,,,3/30/2016,7,B,Mare,,B,,,,War Front,War Front,Goin to the Window,Goin to the Window,,,,,,,,City of Light,3/1/2021,"Mill Ridge Sales, Agent ",,,,"Chad Schumer, Agent",,,,250000,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,427,427,Go Nicole Go,Go Nicole Go,,,3/13/2021,2,GR/RO,Filly,,WN,,,,Arrogate,Arrogate,Duff One,Duff One,,,,,,,,,,"Vinery Sales, Agent XLIII ",,,,Happy Horse Stable,,,,125000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,428,428,,,,,2/10/2021,2,B,Colt,,WN,,,,Into Mischief,Into Mischief,Eighth Wonder,Eighth Wonder,,,,,,,,,,"Lane's End, Agent ",,,,Baccari Bloodstock,,,,350000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,429,429,Noshugforpop,Noshugforpop,,,2/27/2021,2,DB/BR,Filly,,WN,,,,Hard Spun,Hard Spun,Enchanted Emma,Enchanted Emma,,,,,,,,,,"Vinery Sales, Agent LXIV ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,430,430,Public Assembly,Public Assembly,,,4/3/2021,2,CH,Filly,,WN,,,,More Than Ready,More Than Ready,Enchanting Kitten,Enchanting Kitten,,,,,,,,,,"Taylor Made Sales Agency, Agent XLVIII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,431,431,Pineapple Cruise,Pineapple Cruise,,,2/1/2021,2,CH,Filly,,WN,,,,Catalina Cruiser,Catalina Cruiser,Engaginglee,Engaginglee,,,,,,,,,,"Taylor Made Sales Agency, Agent CIV ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,432,432,Essence of Audre,Essence of Audre,,,4/30/2011,12,GR/RO,Mare,,B,,,,Exchange Rate,Exchange Rate,El Prado Essence,El Prado Essence,,,,,,,,Munnings,4/26/2021,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent III ",,,,"R.N.A. (70,000)",,,,,,,,,T,2011
2021,M,21KEENOV,11/11/2021,2,2,433,433,,,,,4/1/2021,2,CH   ,Filly,,WN,,,,Vino Rosso,Vino Rosso,Essence of Audre,Essence of Audre,,,,,,,,,,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent III ",,,,"R.N.A. (95,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,434,434,Eternal Peace,Eternal Peace,,,4/28/2016,7,DB/BR,Mare,,B,,,,War Front,War Front,Eternal Bounty (IRE),Eternal Bounty (IRE),,,,,,,,City of Light,4/11/2021,"Lane's End, Agent ",,,,"R.N.A. (250,000)",,,,,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,435,435,Excessivespending,Excessivespending,,,4/14/2014,9,CH,Mare,,B,,,,Shackleford,Shackleford,Excessing,Excessing,,,,,,,,War of Will,2/19/2021,"Garrencasey Sales LLC, Agent VI ",,,,SF - Newgate,,,,175000,,,,,T,2014
2021,M,21KEENOV,11/11/2021,2,2,436,436,Exchange Cat,Exchange Cat,,,3/13/2010,13,CH,Mare,,B,,,,Exchange Rate,Exchange Rate,Madagascat,Madagascat,,,,,,,,Volatile,3/28/2021,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IV ",,,,"Sallusto and Albina, Agent",,,,140000,,,,,T,2010
2021,M,21KEENOV,11/11/2021,2,2,437,437,Eyeinthesky,Eyeinthesky,,,4/8/2016,7,B,Mare,,B,,,,Sky Mesa,Sky Mesa,Ruliontome,Ruliontome,,,,,,,,War of Will,3/20/2021,"Bluewater Sales LLC, Agent II ",,,,Dana Aschinger / War Horse Place LLC,,,,300000,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,438,438,Formidable Man,Formidable Man,,,4/9/2021,2,B,Colt,,WN,,,,City of Light,City of Light,Fanticola,Fanticola,,,,,,,,,,"Taylor Made Sales Agency, Agent LXXVII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,439,439,Tippy Halo,Tippy Halo,,,2/16/2021,2,B    ,Filly,,WN,,,,Noble Mission (GB),Noble Mission (GB),Fashion Insider,Fashion Insider,,,,,,,,,,"James B. Keogh (Grovendale), Agent V ",,,,Chromedome,,,,55000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,440,440,,,,,2/23/2021,2,CH   ,Colt,,WN,,,,Malibu Moon,Malibu Moon,Fashion Runaway,Fashion Runaway,,,,,,,,,,"James B. Keogh (Grovendale), Agent IV ",,,,"R.N.A. (55,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,441,441,Fashion World (GB),Fashion World (GB),,,4/16/2015,8,B,Mare,,B,,,,Dubawi (IRE),Dubawi (IRE),Icon Project,Icon Project,,,,,,,,Munnings,3/7/2021,"Claiborne Farm, Agent ",,,,Candy Meadows,,,,240000,,,,,T,2015
2021,M,21KEENOV,11/11/2021,2,2,442,442,Yell County,Yell County,,,4/5/2021,2,CH,Colt,,WN,,,,Vino Rosso,Vino Rosso,Featherbed,Featherbed,,,,,,,,,,Blue Heaven Farm ,,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,443,443,Field,Field,,,3/13/2015,8,B,Mare,,B,,,,War Front,War Front,Greenery,Greenery,,,,,,,,Flatter,3/13/2021,"Claiborne Farm, Agent ",,,,"St. George Stables, LLC",,,,150000,,,,,T,2015
2021,M,21KEENOV,11/11/2021,2,2,444,444,Dorothys Happiness,Dorothys Happiness,,,3/15/2021,2,B    ,Colt,,WN,,,,Runhappy,Runhappy,Finding Aurum,Finding Aurum,,,,,,,,,,"Pope McLean (Crestwood Farm), Agent V ",,,,SJB Trust,,,,25000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,445,445,E J Won the Cup,E J Won the Cup,,,3/7/2021,2,CH   ,Colt,,WN,,,,Omaha Beach,Omaha Beach,Firsthand Report,Firsthand Report,,,,,,,,,,"Claiborne Farm, Agent ",,,,Hunter Valley Farm,,,,150000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,446,446,Flash Forward,Flash Forward,,,3/28/2010,13,CH,Mare,,B,,,,Curlin,Curlin,Magical Flash,Magical Flash,,,,,,,,Union Rags,5/5/2021,"Lane's End, Agent ",,,,"Theta Holdings I, Inc.",,,,75000,,,,,T,2010
2021,M,21KEENOV,11/11/2021,2,2,447,447,Little Miss Munny,Little Miss Munny,,,1/10/2021,2,DB/BR,Filly,,WN,,,,Munnings,Munnings,Flipardini,Flipardini,,,,,,,,,,"Four Star Sales, Agent ",,,,Rexy Bloodstock,,,,125000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,448,448,Fly On Angel,Fly On Angel,,,3/24/2017,6,DB/BR,Mare,,B,,,,Palace Malice,Palace Malice,Runge,Runge,,,,,,,,Laoban,3/30/2021,"Bluewater Sales LLC, Agent LXI ",,,,Out,,,,0,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,449,449,Fly Time,Fly Time,,,4/2/2017,6,DB/BR,Mare,,B,,,,Mr Speaker,Mr Speaker,Cashmere,Cashmere,,,,,,,,City of Light,4/2/2021,"Kingswood Farm, Agent III ",,,,Gage Hill II & Lanes End Farm,,,,375000,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,450,450,Right to Vote,Right to Vote,,,2/8/2021,2,CH,Colt,,WN,,,,Vino Rosso,Vino Rosso,Forbidden Frolic,Forbidden Frolic,,,,,,,,,,"Threave Main Stud LLC, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,451,451,Formality,Formality,,,4/4/2018,5,B,Mare,,B,,,,Honor Code,Honor Code,Casual Look,Casual Look,,,,,,,,Union Rags,4/7/2021,"Lane's End, Agent ",,,,Triple Crown,,,,120000,,,,,T,2018
2021,M,21KEENOV,11/11/2021,2,2,452,452,Howard's Grit,Howard's Grit,,,2/5/2021,2,B,Colt,,WN,,,,Bernardini,Bernardini,Free as a Bird,Free as a Bird,,,,,,,,,,"Pope McLean (Crestwood Farm), Agent III ",,,,"Shepherd Equine Advisors, Agent for Larry Hirsch",,,,100000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,453,453,Frond,Frond,,,1/27/2016,7,CH,Mare,,B,,,,Yes It's True,Yes It's True,Flounce,Flounce,,,,,,,,Kantharos,4/6/2021,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent II ",,,,"Shepherd Equine Advisors, Agent for Larry Hirsch",,,,175000,,,,,T,2016
2021,M,21KEENOV,11/11/2021,2,2,454,454,Gaelic Gold,Gaelic Gold,,,3/23/2017,6,GR/RO,Mare,,B,,,,Giant's Causeway,Giant's Causeway,Strike It Rich,Strike It Rich,,,,,,,,Twirling Candy,3/11/2021,"Winter Quarter Farm, Agent I ",,,,Dixiana Farms,,,,275000,,,,,T,2017
2021,M,21KEENOV,11/11/2021,2,2,455,455,Gal Factor,Gal Factor,,,3/18/2015,8,B,Mare,,B,,,,The Factor,The Factor,Super Girlie,Super Girlie,,,,,,,,Volatile,4/26/2021,"St George Sales, Agent for South Point Sales ",,,,"Nicoma Bloodstock, Agent",,,,310000,,,,,T,2015
2021,M,21KEENOV,11/11/2021,2,2,456,456,Sharper Gal,Sharper Gal,,,3/28/2021,2,B,Filly,,WN,,,,Sharp Azteca,Sharp Azteca,Gal Factor,Gal Factor,,,,,,,,,,"St George Sales, Agent for South Point Sales ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,457,457,Brennan's Honor,Brennan's Honor,,,3/30/2021,2,DB/BR,Colt,,WN,,,,Twirling Candy,Twirling Candy,Genuine Class,Genuine Class,,,,,,,,,,"James B. Keogh (Grovendale), Agent IV ",,,,Cavalier Bloodstock,,,,100000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,458,458,Magic Gathering,Magic Gathering,,,4/4/2021,2,GR/RO,Filly,,WN,,,,Liam's Map,Liam's Map,Gleaning,Gleaning,,,,,,,,,,"Nursery Place, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,459,459,,,,,1/20/2021,2,B,Filly,,WN,,,,Arrogate,Arrogate,Goaltending,Goaltending,,,,,,,,,,"James B. Keogh (Grovendale), Agent IV ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,460,460,Will of a Warrior,Will of a Warrior,,,3/25/2021,2,B,Colt,,WN,,,,Munnings,Munnings,Go Cubs Go,Go Cubs Go,,,,,,,,,,"Ballysax Bloodstock, Agent for Grantley Acres ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,461,461,Go Cubs Go,Go Cubs Go,,,2/11/2015,8,GR/RO,Mare,,B,,,,Paddy O'Prado,Paddy O'Prado,Whisperifyoudare,Whisperifyoudare,,,,,,,,Audible,4/16/2021,"Ballysax Bloodstock, Agent for Grantley Acres ",,,,"R.N.A. (95,000)",,,,,,,,,T,2015
2021,M,21KEENOV,11/11/2021,2,2,462,462,Golden Finale,Golden Finale,,,3/21/2011,12,DB/BR,Mare,,B,,,,Arch,Arch,Broadway Gold,Broadway Gold,,,,,,,,War of Will,3/9/2021,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent IV ",,,,"R.N.A. (75,000)",,,,,,,,,T,2011
2021,M,21KEENOV,11/11/2021,2,2,463,463,Golden Flair,Golden Flair,,,2/14/2010,13,DB/BR,Mare,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Fire the Groom,Fire the Groom,,,,,,,,McKinzie,3/5/2021,Sierra Farm ,,,,"J.S. Company, Limited",,,,60000,,,,,T,2010
2021,M,21KEENOV,11/11/2021,2,2,464,464,Hamilton's Way,Hamilton's Way,,,2/9/2021,2,B,Colt,,WN,,,,Constitution,Constitution,Go Noni Go,Go Noni Go,,,,,,,,,,"Castle Park Farm LLC (Noel Murphy), Agent VII ",,,,Chestnut Tree,,,,180000,,,,,T,2021
2021,M,21KEENOV,11/11/2021,2,2,465,465,,,,,4/25/2021,2,CH   ,Colt,,WN,,,,Audible,Audible,Good Omen,Good Omen,,,,,,,,,,"Garrencasey Sales LLC, Agent VII ",,,,Blue Sky Stables,,,,170000,,,,,T,2021
