Book,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,Elig,Sire Of Dam
3,5,1253,"Lane's End, Agent for Kinsman Farm ",,Financial Strength,,DB/BR,Colt,Financial Strength,Practical Joke,Sand Shark,,,,,"Mike Ryan, Agent",350000,,
3,5,1254,"Denali Stud, Agent LIII ",,Sir Rock,,CH,Colt,Sir Rock,Gun Runner,Sapucai,,,,,John Williams,775000,,
3,5,1255,"Legacy Bloodstock, Agent for WinStar Farm Bred & Raised ",,Fantasist,,B,Colt,Fantasist,Always Dreaming,Saritta,,,,,Elusive Thoroughbreds,40000,,
3,5,1256,"Taylor Made Sales Agency, Agent CLXVI ",,Mo Angell,,B,Colt,Mo Angell,Uncle Mo,Sassy Sienna,,,,,"Whitehorse, Madaket, e Five Racing, Augustin",425000,,
3,5,1257,"Denali Stud, Agent for Stonestreet Bred & Raised ",,Nature Watch,,CH,Colt,Nature Watch,Curlin,Saucy Dame,,,,,Powerstown Stud,150000,,
3,5,1258,"Eaton Sales, Agent ",,I Don't Venmo,,DB/BR,Colt,I Don't Venmo,Mo Town,Savviest,,,,,Kirk & Judy Robison,75000,,
3,5,1259,"Threave Main Stud LLC, Agent ",,Aljohara,,B,Filly,Aljohara,Twirling Candy,Say It Slow,,,,,Laureles Racing Inc,20000,,
3,5,1260,Sierra Farm ,,Jeremy's Jet,,B,Colt,Jeremy's Jet,Street Sense,Scattered Rain,,,,,"McEntee Racing, Inc.",20000,,
3,5,1261,Stonehaven Steadings ,,Brisbane Road,,B,Filly,Brisbane Road,West Coast,Scooter Bird,,,,,Rich Emmett,125000,,
3,5,1262,"Eaton Sales, Agent for Spendthrift Farm LLC ",,Roxy's Ball,,B,Filly,Roxy's Ball,Bolt d'Oro,Scorpio Queen (AUS),,,,,Athens Woods,35000,,
3,5,1263,"Bluewater Sales LLC, Agent XVIII ",,Grace's Shelby,,B,Filly,Grace's Shelby,Nyquist,Scratch N Claw,,,,,"Bradley Thoroughbreds, Agent",210000,,
3,5,1264,"Hill 'n' Dale Sales Agency, Agent ",,Breakout Star,,CH,Colt,Breakout Star,Union Rags,Screen Goddess,,,,,"R.N.A. (65,000)",---,,
3,5,1265,"Claiborne Farm, Agent ",,I'm a Sure Thing,,B,Filly,I'm a Sure Thing,Le Havre (IRE),Sea of Blue (IRE),,,,,"Lynne Boutte, Agent for Barry K. Schwartz",110000,,
3,5,1266,"Taylor Made Sales Agency, Agent CLXXVI ",,Point Proven,,B,Colt,Point Proven,Gun Runner,Secret Jewel,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",675000,,
3,5,1267,"Taylor Made Sales Agency, Agent LXXXVIII ",,Mabuhay,,B,Colt,Mabuhay,American Pharoah,Secret Passion,,,,,"R.N.A. (70,000)",---,,
3,5,1268,"Gainesway, Agent X ",,Shepherd's Delight,,B,Colt,Shepherd's Delight,Tapit,She's Delightful,,,,,CJ Thoroughbreds & Spendthrift Farm,300000,,
3,5,1269,"Eaton Sales, Agent ",,Talk of the Nation,,DB/BR,Colt,Talk of the Nation,Quality Road,She's Not Here,,,,,Out,0,,
3,5,1270,"Machmer Hall Sales, Agent IV ",,Dark Princess,,DB/BR,Filly,Dark Princess,Maclean's Music,Silent Queen,,,,,"Lynne Boutte, Agent for Barry K. Schwartz",185000,,
3,5,1271,"Hill 'n' Dale Sales Agency, Agent ",,Me and My Shadow,,B    ,Filly,Me and My Shadow,Violence,Silhouette,,,,,"D.J. Stable, LLC",185000,,
3,5,1272,"Buck Pond Farm (Douglas S. Arnold), Agent IV ",,Not Normal,,CH,Colt,Not Normal,Mendelssohn,Silk Purse,,,,,Double O Racing,150000,,
3,5,1273,"Eaton Sales, Agent ",,Derby Wife,,CH,Filly,Derby Wife,Justify,Silvester Lady (GB),,,,,Happy Horse Stable,45000,,
3,5,1274,"Terrazas Thoroughbreds, Agent ",,Ice Storm,,GR/RO,Colt,Ice Storm,Frosted,Sinister Tale,,,,,"R.N.A. (40,000)",---,,
3,5,1275,"Taylor Made Sales Agency, Agent LVI ",,Always Dreaming --- Sita,,DB/BR,Colt,,Always Dreaming,Sita,,,,,Out,0,,
3,5,1276,"Eaton Sales, Agent ",,Dr Silberman,,DB/BR,Colt,Dr Silberman,Midnight Storm,Skittle Bomb,,,,,James Chapman / Stuart Tsujimoto LLC,12000,,
3,5,1277,"Clarkland Farm, LLC ",,Lucky Phoenix,,DB/BR,Filly,Lucky Phoenix,Accelerate,Sleepless Dixie,,,,,Terrell S. Frey,35000,,
3,5,1278,"Upson Downs Farm, Agent I ",,Lexa,,B,Filly,Lexa,Gun Runner,Smile More,,,,,"R.N.A. (140,000)",---,,
3,5,1279,"Columbiana Farm LLC, Agent II ",,Smooth Salute,,B,Colt,Smooth Salute,Midnight Lute,Smooth as Usual,,,,,"R.N.A. (220,000)",---,,
3,5,1280,"Eaton Sales, Agent ",,Beachland,,GR/RO,Filly,Beachland,Liam's Map,Snow Cone,,,,,Out,0,,
3,5,1281,"Gainesway, Agent X ",,Make It Snow,,B,Filly,Make It Snow,Empire Maker,Snow Kid,,,,,Matthew Dohman,185000,,
3,5,1282,"Sequel New York, Agent for Chester and Mary Broman ",,Donegal Surges,,B,Colt,Donegal Surges,Candy Ride (ARG),Solar Surge,,,,,Jerry Crawford for Donegal Racing,150000,,
3,5,1283,"Hunter Valley Farm, Agent ",,Chancheng Glory,,DB/BR,Colt,Chancheng Glory,Mor Spirit,Solid Scam,,,,,Covington Farm,110000,,
3,5,1284,"Clearsky Farms, Agent II ",,Fiduciary Duty,,DB/BR,Colt,Fiduciary Duty,Arrogate,Somasach,,,,,George Sharp,130000,,
3,5,1285,"Denali Stud, Agent XIII ",,Moonlit Mischief,,GR/RO,Filly,Moonlit Mischief,Into Mischief,Sophiano,,,,,"Ben McElroy, Agent",300000,,
3,5,1286,"Clearsky Farms, Agent I ",,Musical Mischief,,B,Filly,Musical Mischief,Into Mischief,Sophia's Song,,,,,Stoneway Farm,300000,,
3,5,1287,"Bluewater Sales LLC, Agent II ",,Regal Rey,,B,Colt,Regal Rey,Union Rags,Southern Honey,,,,,"R.N.A. (30,000)",---,,
3,5,1288,"Woods Edge Farm (Peter O'Callaghan), Agent IV ",,Pasa Doble,,B,Colt,Pasa Doble,Tapwrit,Spanish Star,,,,,Out,0,,
3,5,1289,"Taylor Made Sales Agency, Agent LVI ",,Boss Lady Bailey,,DB/BR,Filly,Boss Lady Bailey,Connect,Special Dream,,,,,Miacomet Farm,80000,,
3,5,1290,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Mon Dieu,,B,Filly,Mon Dieu,Blame,Speightlass,,,,,"Shepherd Equine Advisers, Agent for Larry Hirsch",385000,,
3,5,1291,"Baccari Bloodstock, Agent II ",,Petticoat,,CH,Filly,Petticoat,Speightstown,Spinstress,,,,,Maverick / Siena,190000,,
3,5,1292,"Summerfield (Francis and Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised",,Tunisian Spring,,CH,Colt,Tunisian Spring,Violence,Spring Party,,,,,"Breeze Easy, LLC",375000,,
3,5,1293,"Lane's End, Agent ",,Illicit,,B,Filly,Illicit,Into Mischief,Squeeze,,,,,Lynwood Stable,150000,,
3,5,1294,Penn Sales ,,One Bite,,GR/RO,Colt,One Bite,McCraken,Star in the Corner,,,,,"R.N.A. (45,000)",---,,
3,5,1295,"Hill 'n' Dale Sales Agency, Agent ",,Admiral Risty,,CH,Colt,Admiral Risty,Ghostzapper,Starseeker,,,,,"R.N.A. (95,000)",---,,
3,5,1296,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VIII ",,Nice Name,,B,Colt,Nice Name,Tiznow,Star's Woman,,,,,Grove Stud,27000,,
3,5,1297,"Taylor Made Sales Agency, Agent for Town & Country Horse Farms, LLC",,Orion's Way,,B,Colt,Orion's Way,Liam's Map,Star Torina,,,,,Kinsman Farm,95000,,
3,5,1298,"Darby Dan Farm, Agent IX ",,Roll Gypsy Roll,,CH,Filly,Roll Gypsy Roll,Lemon Drop Kid,Stormy Dixie,,,,,Road Trip Racing,27000,,
3,5,1299,"Taylor Made Sales Agency, Agent CXXXVII ",,Always Royal,,B,Filly,Always Royal,Not This Time,Stormy Frolic,,,,,"R.N.A. (75,000)",---,,
3,5,1300,"Machmer Hall Sales, Agent for Machmer Hall ",,Knicks Story,,B    ,Colt,Knicks Story,Bernardini,Story Untold,,,,,Korea Racing Authority,95000,,
3,5,1301,"Eaton Sales, Agent ",,Pink Soleil,,B,Colt,Pink Soleil,American Pharoah,Stoweshoe,,,,,Hideyuki Mori,200000,,
3,5,1302,"Machmer Hall Sales, Agent for WinStar Farm Bred & Raised ",,Medaglia d'Oro --- Strategic Dreams,,B,Colt,,Medaglia d'Oro,Strategic Dreams,,,,,Powerstown Stud,130000,,
3,5,1303,"Terrazas Thoroughbreds, Agent for Corser Thoroughbreds, LLC ",,Tandi Sue,,B,Filly,Tandi Sue,City of Light,Strive,,,,,Dean Hughes,65000,,
3,5,1304,"Taylor Made Sales Agency, Agent for Ann Mudge Backer (Smitten Farm)",,Gigante,,B,Colt,Gigante,Not This Time,Summertime Green,,,,,Andrew Dean,120000,,
3,5,1305,"Gainesway, Agent VI ",,Atatkom,,CH,Filly,Atatkom,Speightstown,Surprising Twist,,,,,Grove Stud,50000,,
3,5,1306,"Claiborne Farm, Agent ",,Black Rain,,DB/BR,Colt,Black Rain,Connect,Sustained,,,,,Out,0,,
3,5,1307,"Scott Mallory, Agent XV ",,Iron Crusader,,GR/RO,Colt,Iron Crusader,Good Samaritan,Sweat and Saddle,,,,,Pick View,120000,,
3,5,1308,Penn Sales ,,Dissolute,,B,Filly,Dissolute,Union Rags,Sweet Avery,,,,,Horse Venture,185000,,
3,5,1309,"Nursery Place, Agent ",,Make Suggestions,,CH,Colt,Make Suggestions,Practical Joke,Sweet Belle,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",140000,,
3,5,1310,"Legacy Bloodstock, Agent for Jackpot Farm ",,Jojo's Mojo,,DB/BR,Colt,Jojo's Mojo,Empire Maker,Sweet Candy Dance,,,,,"Tammi Spence, Ralph Nicks/Barry Berkelhammer, Agt",120000,,
3,5,1311,"Baccari Bloodstock, Agent XV ",,Jasper Tiara,,B,Filly,Jasper Tiara,Justify,Sweetgrass,,,,,Hideyuki Mori,150000,,
3,5,1312,"Eaton Sales, Agent ",,Luna Loca,,B,Filly,Luna Loca,Malibu Moon,Sweet Love,,,,,"Off the Hook, Agent for P&G Stable",55000,,
3,5,1313,"Denali Stud, Agent XVI ",,Pacific States,,B,Colt,Pacific States,West Coast,Sweet Saturday,,,,,Rocker O Ranch,65000,,
3,5,1314,"Taylor Made Sales Agency, Agent for WinStar Farm Bred & Raised ",,Golden Sombrero,,B,Colt,Golden Sombrero,Medaglia d'Oro,Take Charge Paula,,,,,Alex *Bregman & Trevor Smith,150000,,
3,5,1315,"Denali Stud, Agent for Stonestreet Bred & Raised ",,Level Up,,B,Colt,Level Up,Uncle Mo,Tangere,,,,,Luis Gavignano,70000,,
3,5,1316,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Guns n' Lilies,,B    ,Filly,Guns n' Lilies,Gun Runner,Tapany,,,,,Jim Gladden,400000,,
3,5,1317,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VII ",,Bellamise,,B,Filly,Bellamise,Flatter,Tela,,,,,Out,0,,
3,5,1318,"Claiborne Farm, Agent ",,De la Calles,,B,Colt,De la Calles,Street Sense,Tequilita,,,,,"Bo Bromagen, Agent",115000,,
3,5,1319,"Lane's End, Agent for Kinsman Farm ",,Unified Decision,,B,Filly,Unified Decision,Unified,That's Speightful,,,,,Six Column Stables,110000,,
3,5,1320,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent V ",,Liliesformillie,,DB/BR,Filly,Liliesformillie,Pioneerof the Nile,Tiger Cat Lilly,,,,,Sarah Hamilton,125000,,
3,5,1321,Dixiana Farms LLC ,,La Dame de Fer,,B    ,Filly,La Dame de Fer,City of Light,Tinabud,,,,,"Bo Bromagen, Agent",140000,,
3,5,1322,"Machmer Hall Sales, Agent for Machmer Hall I ",,Strother,,CH,Colt,Strother,Munnings,Tiz Dixie,,,,,BSW/Crow Colts Group,275000,,
3,5,1323,"Machmer Hall Sales, Agent for Machmer Hall ",,Hollywood Hero,,B,Colt,Hollywood Hero,Malibu Moon,Tiz Kelli,,,,,Out,0,,
3,5,1324,"Taylor Made Sales Agency, Agent XCIV ",,Russian Pyramid,,B,Filly,Russian Pyramid,West Coast,Tiz Maie's Day,,,,,Kazakov,40000,,
3,5,1325,"Nursery Place, Agent ",,Tiz Bourbon Baby,,CH,Colt,Tiz Bourbon Baby,Munnings,Tiz My Lady,,,,,Paul Braverman,20000,,
3,5,1326,"Claiborne Farm, Agent ",,Sad Cafe,,DB/BR,Filly,Sad Cafe,Flatter,Tiz Twice,,,,,"Tom Drury, Agent",200000,,
3,5,1327,"Buck Pond Farm (Douglas S. Arnold), Agent I ",,Nyquist --- Toni Tools,,CH,Colt,,Nyquist,Toni Tools,,,,,Out,0,,
3,5,1328,"Scott Mallory, Agent XIV ",,Malmo,,DB/BR,Colt,Malmo,Nyquist,Tortoiseshell,,,,,"R.N.A. (80,000)",---,,
3,5,1329,Stonehaven Steadings ,,Ratified,,B,Filly,Ratified,Constitution,Touch the Sky,,,,,"Jeffrey Mackor V, Agent for William S. Sparks",75000,,
3,5,1330,Penn Sales ,,Sacramentum,,DB/BR,Colt,Sacramentum,Mastery,Tourist Trap,,,,,"Mike Ryan, Agent",190000,,
3,5,1331,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VIII ",,Moonlit Magic,,CH,Filly,Moonlit Magic,Good Magic,Toy Moon,,,,,"R.N.A. (55,000)",---,,
3,5,1332,"Threave Main Stud LLC, Agent ",,Carried Interest,,CH,Filly,Carried Interest,Distorted Humor,Trail Magic,,,,,Jackpot Farm (Terry Green),130000,,
3,5,1333,"Hunter Valley Farm, Agent ",,Tribal Queen,,B,Filly,Tribal Queen,Bolt d'Oro,Tribal Party,,,,,Harold Lerner,140000,,
3,5,1334,"Eaton Sales, Agent ",,Liam's Mischief,,GR/RO,Colt,Liam's Mischief,Liam's Map,Troublesome,,,,,Out,0,,
3,5,1335,Dixiana Farms LLC ,,Corner Kick,,CH   ,Filly,Corner Kick,Frosted,True Elegance,,,,,"R.N.A. (135,000)",---,,
3,5,1336,"Hunter Valley Farm, Agent I ",,Lay Siege,,CH,Filly,Lay Siege,Arrogate,Try Your Luck,,,,,Out,0,,
3,5,1337,"Hill 'n' Dale Sales Agency, Agent ",,Khulan,,CH   ,Colt,Khulan,Kitten's Joy,Turn the Tide,,,,,"R.N.A. (70,000)",---,,
3,5,1338,"Legacy Bloodstock, Agent II ",,American Outlaw,,DB/BR,Colt,American Outlaw,American Pharoah,Twixy,,,,,Out,0,,
3,5,1339,"Gainesway, Agent XII ",,Good Sam,,B,Filly,Good Sam,Good Samaritan,Twizzler,,,,,White Birch Farm,310000,,
3,5,1340,"Denali Stud, Agent XXII ",,Breeze Baby,,CH,Colt,Breeze Baby,Ghostzapper,Un Blessed,,,,,Out,0,,
3,5,1341,"Summerfield (Francis and Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised",,Contrary Thinking,,B,Colt,Contrary Thinking,Into Mischief,Valadorna,,,,,"Mike Ryan, Agent",280000,,
3,5,1342,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for Stonestreet Bred & Raised",,Brave Magic,,CH,Colt,Brave Magic,Good Magic,Valiant Passion,,,,,"R.N.A. (290,000)",---,,
3,5,1343,"Machmer Hall Sales, Agent for Machmer Hall ",,Mudhim,,GR/RO,Colt,Mudhim,Pioneerof the Nile,Varisimo,,,,,Mayberry Farm,120000,,
3,5,1344,"Claiborne Farm, Agent ",,War Front --- Vexed,,DB/BR,Colt,,War Front,Vexed,,,,,"Steven W. Young, Agent",75000,,
3,5,1345,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent IX ",,Peterpam,,CH,Filly,Peterpam,Nyquist,Vicarious Won,,,,,Wayne Sanders & Kat Kirk,135000,,
3,5,1346,"Gainesway, Agent VIII ",,Victorious Tapit,,CH,Filly,Victorious Tapit,Tapit,Victorious Ami,,,,,Colleen's Racing,230000,,
3,5,1347,"Denali Stud, Agent XXIII ",,Victory Dream,,B,Filly,Victory Dream,Union Rags,Victory Party,,,,,"Lynne Boutte, Agent for Barry K. Schwartz",30000,,
3,5,1348,"Hill 'n' Dale Sales Agency, Agent I ",,New Passion,,GR/RO,Filly,New Passion,Arrogate,Villamay,,,,,Racing Sport,55000,,
3,5,1349,"Taylor Made Sales Agency, Agent CLIV ",,Lala Roidesanimaux,,B,Colt,Lala Roidesanimaux,American Pharoah,Vision of Justice,,,,,Fujii Kosan Co. Ltd.,200000,,
3,5,1350,"Lane's End, Agent ",,Wolf Moon,,DB/BR,Colt,Wolf Moon,Candy Ride (ARG),Wait Til Dawn,,,,,"R.N.A. (140,000)",---,,
3,5,1351,"Upson Downs Farm, Agent I ",,Ride Up,,DB/BR,Colt,Ride Up,Malibu Moon,Walkwithapurpose,,,,,Aint Rich,30000,,
3,5,1352,"Denali Stud, Agent for Respite Farm ",,Frothy,,GR/RO,Filly,Frothy,Liam's Map,Rooms,,,,,Mayberry Farm,160000,,
3,5,1353,"Bluewater Sales LLC, Agent XIV ",,Road to Versailles,,B,Colt,Road to Versailles,Quality Road,Way to Versailles,,,,,Out,0,,
3,5,1354,"Lane's End, Agent ",,Unified Weekend,,DB/BR,Colt,Unified Weekend,Unified,Weekend Away,,,,,Antonio Sano,12000,,
3,5,1355,"Gainesway, Agent XII ",,Maclean's Music --- Whom Shall I Fear,,B,Filly,,Maclean's Music,Whom Shall I Fear,,,,,New Horizons Farm,55000,,
3,5,1356,"Clearsky Farms, Agent I ",,Swoop,,B    ,Colt,Swoop,Union Rags,Wild Bout Tiffany,,,,,Legion Bloodstock. Agent,140000,,
3,5,1357,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent I ",,Running Doe,,B,Filly,Running Doe,Hard Spun,Winning Doe,,,,,"R.N.A. (17,000)",---,,
3,5,1358,"Summerfield (Francis and Barbara Vanlangendonck), Agent XCII ",,Seven P's,,CH,Filly,Seven P's,Distorted Humor,Winning Point,,,,,Out,0,,
3,5,1359,"Machmer Hall Sales, Agent for Machmer Hall et al. VI ",,Don Dany R.,,DB/BR,Colt,Don Dany R.,Twirling Candy,Winning Scoop,,,,,Out,0,,
3,5,1360,"Pope McLean (Crestwood Farm), Agent X ",,Highway Robber,,CH,Colt,Highway Robber,Hard Spun,Yabba,,,,,"R.N.A. (65,000)",---,,
3,5,1361,"Summerfield (Francis and Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised",,Good Rapport,,CH,Colt,Good Rapport,Good Magic,Yes I'll Go,,,,,G. M. Racing,160000,,
3,5,1362,"Claiborne Farm, Agent ",,Tough Ask,,DB/BR,Colt,Tough Ask,Maclean's Music,You Asked,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",350000,,
3,5,1363,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Corey and Quinn,,B,Filly,Corey and Quinn,Uncle Mo,Youcan'tcatchme,,,,,"Donato Lanni, Agt for Madaket, Lapenta, ERJ",250000,,
3,5,1364,"Machmer Hall Sales, Agent XXV ",,Maneuver,,CH,Colt,Maneuver,Street Boss,You Should Be Here,,,,,Kazakov,15000,,
3,5,1365,"Bluewater Sales LLC, Agent XIX ",,Coral Sands,,B,Filly,Coral Sands,Medaglia d'Oro,Absinthe Minded,,,,,"R.N.A. (140,000)",---,,
3,5,1366,"Denali Stud, Agent for WinStar Farm Bred & Raised ",,Kantharos --- Adornment,,B,Filly,,Kantharos,Adornment,,,,,Jonathan Dean,20000,,
3,5,1367,"Machmer Hall Sales, Agent for Machmer Hall et al. I ",,Ironsides,,CH,Colt,Ironsides,Midshipman,Alana B.,,,,,BBN Racing,125000,,
3,5,1368,"Taylor Made Sales Agency, Agent LVI ",,Replenish,,DB/BR,Filly,Replenish,Classic Empire,Alienated,,,,,Out,0,,
3,5,1369,"Denali Stud, Agent LII ",,Morethanreadyeddie,,DB/BR,Colt,Morethanreadyeddie,More Than Ready,Allez Marie,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",190000,,
3,5,1370,"Hartwell Farm, Agent II ",,Bourbon Resolve,,B,Colt,Bourbon Resolve,Hard Spun,All Mettle,,,,,"McMahon and Hill Bloodstock, Agent",200000,,
3,5,1371,"Pope McLean (Crestwood Farm), Agent VI ",,Party Never Ends,,DB/BR,Filly,Party Never Ends,More Than Ready,All Night Party,,,,,Out,0,,
3,5,1372,"Clarkland Farm, LLC ",,Kate's Concerto,,DB/BR,Filly,Kate's Concerto,Mendelssohn,Allude,,,,,Ike & Dawn Thrash ,65000,,
3,5,1373,"Taylor Made Sales Agency, Agent CXLVI ",,Pacific Time,,CH,Filly,Pacific Time,West Coast,Always Auditioning,,,,,"R.N.A. (75,000)",---,,
3,5,1374,"Machmer Hall Sales, Agent for Machmer Hall ",,Lamsaat,,CH,Filly,Lamsaat,Distorted Humor,Amazing Peyton,,,,,Evergreen Bloodstock,150000,,
3,5,1375,"Gainesway, Agent XVI ",,Dr. Hardspun,,B    ,Colt,Dr. Hardspun,Hard Spun,Ambitious,,,,,Sookdeen Pasram,45000,,
3,5,1376,"Penn Sales, Agent for George Gilbert ",,Ambor Night,,B,Colt,Ambor Night,Cross Traffic,Ambleside Park,,,,,Chromedome Partnership,10000,,
3,5,1377,"Hill 'n' Dale Sales Agency, Agent ",,Freedom Fury,,CH   ,Filly,Freedom Fury,Violence,Amused,,,,,"R.N.A. (200,000)",---,,
3,5,1378,"Gainesway, Agent XVIII ",,Spreadsheet,,DB/BR,Filly,Spreadsheet,Hard Spun,Analyze,,,,,"Mike Ryan, Agent",150000,,
3,5,1379,"Lane's End, Agent ",,Recrimination,,B,Filly,Recrimination,Blame,Ancient Secret,,,,,Wayne Sanders & Kat Kirk,80000,,
3,5,1380,"Claiborne Farm, Agent ",,Alpha Bella,,CH,Filly,Alpha Bella,Justify,Andina (IRE),,,,,Out,0,,
3,5,1381,"Bluewater Sales LLC, Agent XVIII ",,Laboratory,,B,Filly,Laboratory,Uncle Mo,Andromaque,,,,,Kazakov,20000,,
3,5,1382,"Threave Main Stud LLC, Agent ",,Hard to Figure,,CH,Colt,Hard to Figure,Hard Spun,Ani La,,,,,G.O.P. Racing Stable,40000,,
3,5,1383,"Pope McLean (Crestwood Farm), Agent XI ",,Tiz Erin,,B,Filly,Tiz Erin,Tiznow,Anita Partner (IRE),,,,,"Flynt Fesmire, Agent for CaSal Stable LLC",20000,,
3,5,1384,"Gainesway, Agent XLIII ",,Delvey,,B,Colt,Delvey,Into Mischief,Annabird,,,,,Out,0,,
3,5,1385,"Bluewater Sales LLC, Agent VI ",,Night Combat,,CH,Filly,Night Combat,Malibu Moon,Annapolis Class,,,,,myracehorse.com,100000,,
3,5,1386,"Gainesway, Agent XI ",,Anybody's Choice,,GR/RO,Filly,Anybody's Choice,Tapwrit,Another Romance,,,,,Kevin Ahern,15000,,
3,5,1387,"Hill 'n' Dale Sales Agency, Agent ",,Equal Protection,,DB/BR,Colt,Equal Protection,Maclean's Music,Appearance,,,,,"Mike Ryan, Agent",430000,,
3,5,1388,"Legacy Bloodstock, Agent XXXVI ",,Ajaa,,DB/BR,Colt,Ajaa,More Than Ready,Aspen Hilltop,,,,,"R.N.A. (70,000)",---,,
3,5,1389,"Lane's End, Agent ",,Bialystock,,CH,Colt,Bialystock,Kitten's Joy,Asterina (GB),,,,,"R.N.A. (45,000)",---,,
3,5,1390,"Taylor Made Sales Agency, Agent CLXXVIII ",,Beck and Call,,B,Filly,Beck and Call,Empire Maker,Atala,,,,,"Bradley Thoroughbreds LLC, Agent",110000,,
3,5,1391,"Hill 'n' Dale Sales Agency, Agent ",,What a Ride,,CH,Filly,What a Ride,Speightstown,Atlantic Voyage,,,,,Out,0,,
3,5,1392,"Taylor Made Sales Agency, Agent LVI ",,April Queen,,CH,Filly,April Queen,Accelerate,Awe Hush,,,,,Blue River Bloodstock,60000,,
3,5,1393,"Columbiana Farm LLC, Agent VI ",,Clooney,,B,Colt,Clooney,City of Light,Azure Spring,,,,,"Donato Lanni, Agt. for SF Bldstk/Starlight/Madaket",760000,,
3,5,1394,"Hill 'n' Dale Sales Agency, Agent ",,Kantbackoff,,CH,Filly,Kantbackoff,Kantharos,Back Off,,,,,Out,0,,
3,5,1395,"Pope McLean (Crestwood Farm), Agent ",,Cliquish,,DB/BR,Filly,Cliquish,Bernardini,Back Road Bellamy,,,,,"Jim Thompson, Agent",55000,,
3,5,1396,"Eaton Sales, Agent ",,Eight Wan,,B,Colt,Eight Wan,City of Light,Banree,,,,,Hideyuki Mori,310000,,
3,5,1397,"Machmer Hall Sales, Agent VI ",,Fireball Fun,,CH,Colt,Fireball Fun,Hard Spun,Barbecca,,,,,Mayra Ruiz,180000,,
3,5,1398,"Pope McLean (Crestwood Farm), Agent VIII ",,Jassar,,B,Colt,Jassar,Blame,Bayou Tortuga,,,,,Triad Thoroughbreds,160000,,
3,5,1399,"Baccari Bloodstock, Agent XVII ",,Xcellent Men,,DB/BR,Colt,Xcellent Men,Mendelssohn,Beautiful Girl,,,,,"Sweetwater Trading, Agent / Rockingham Ranch",330000,,
3,5,1400,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent III ",,Finish Liner,,B,Colt,Finish Liner,Hard Spun,Be Jeweled,,,,,Grove Stud,80000,,
3,5,1401,"Lane's End, Agent ",,Bella Cosa,,DB/BR,Filly,Bella Cosa,American Pharoah,Bella Verde,,,,,GFM Bloodstock,20000,,
3,5,1402,"Gainesway, Agent for Stonestreet Bred & Raised ",,Belle Elena,,B,Filly,Belle Elena,Good Magic,Belle of Perintown,,,,,Out,0,,
3,5,1403,"Taylor Made Sales Agency, Agent for Ann Mudge Backer (Smitten Farm)",,Big Donny Berger,,DB/BR,Colt,Big Donny Berger,Flatter,Belvedera,,,,,Cayson Lane,95000,,
3,5,1404,"Lane's End, Agent ",,Bengala Joy,,CH,Filly,Bengala Joy,Kitten's Joy,Bengala (FR),,,,,D. B. Stable,120000,,
3,5,1405,"Eaton Sales, Agent for Stonestreet Bred & Raised ",,Twenty Thirty,,B,Colt,Twenty Thirty,Kantharos,Bernadetta,,,,,Malibu Stable,60000,,
3,5,1406,"Denali Stud, Agent for Stonestreet Bred & Raised ",,Queen of the Rodeo,,DB/BR,Filly,Queen of the Rodeo,Curlin,Berned,,,,,"Patrice Miller, E.Q.B. Inc., Agent",575000,,
3,5,1407,"Hill 'n' Dale Sales Agency, Agent ",,Solidifed,,B,Colt,Solidifed,Flatter,Beth's Bling,,,,,"R.N.A. (65,000)",---,,
3,5,1408,"Runnymede Farm LLC, Agent ",,Queen Rhaenyra,,DB/BR,Filly,Queen Rhaenyra,City of Light,Betty Draper,,,,,"R.N.A. (165,000)",---,,
3,5,1409,Penn Sales ,,Broadcaster,,CH,Colt,Broadcaster,Practical Joke,Bird Fu,,,,,Laureles Racing,57000,,
3,5,1410,"Runnymede Farm LLC, Agent ",,Prowling Tiger,,B,Colt,Prowling Tiger,Kitten's Joy,Bizzy Caroline,,,,,Burning Daylight Farm & Rebecca Galbraith,190000,,
3,5,1411,"Eaton Sales, Agent ",,Prisca,,DB/BR,Filly,Prisca,Classic Empire,Bold Assurance,,,,,"JST, Inc.",25000,,
