Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
4,1183,"Ballysax Bloodstock, Agent XXX ","","In a Snit","05/15/2015","CH",Mare,"In a Snit","Lookin At Lucky","Snit","Authentic","04/28/2022","pregnant","Broodmare","Out",0
4,1184,"Garrencasey Sales LLC, Agent I ","","Sister Carlie","03/09/2022","B    ",Filly,"Sister Carlie","Catholic Boy","Indian Carlie","","","","Weanling","R.N.A. (32,000)",---
4,1185,"Small Batch Sales, Agent XIII ","","Ztargovon","03/10/2022","DB/BR",Colt,"Ztargovon","Omaha Beach","In Jail","","","","Weanling","R.N.A. (140,000)",---
4,1186,"Lisa and Tim Turney, Agent III ","","Inside Story","02/15/2018","CH",Mare,"Inside Story","Alternation","Rumors Are Flying","Upstart","03/13/2022","pregnant","Broodmare","R.N.A. (60,000)",---
4,1187,"Lisa and Tim Turney, Agent III ","","Well Aware","01/21/2022","CH   ",Filly,"Well Aware","City of Light","Inside Story","","","","Weanling","R.N.A. (30,000)",---
4,1188,"Hidden Brook, Agent XVIII ","","Intermittent","03/09/2016","B",Mare,"Intermittent","Bernardini","Cloud Scapes","Bolt d'Oro","03/09/2022","pregnant","Broodmare","Rancho San Miguel",70000
4,1189,"Woodford Thoroughbreds, Agent V ","","Alyn's Girl","02/09/2022","CH",Filly,"Alyn's Girl","Catalina Cruiser","Isabelle","","","","Weanling","January and Jensen",50000
4,1190,"Kingswood Farm, Agent V ","","It's Simple","04/04/2019","B",Filly,"It's Simple","Nyquist","More Complexity","","","","Racing or Broodmare Prospect","Out",0
4,1191,"Bluewater Sales LLC, Agent XXVI ","","McKinzie --- Iwantthat","04/30/2022","CH",Colt,"","McKinzie","Iwantthat","","","","Weanling","Out",0
4,1192,"Mill Ridge Sales, Agent ","","Volatile Market","03/31/2022","GR/RO",Filly,"Volatile Market","Volatile","Jewel Thief","","","","Weanling","R.N.A. (37,000)",---
4,1193,"Garrencasey Sales LLC, Agent I ","","Change of Plans","05/06/2022","B    ",Colt,"Change of Plans","Audible","Juliette Ava","","","","Weanling","R.N.A. (65,000)",---
4,1194,"Lane's End, Agent ","","Kalon","02/23/2017","B",Mare,"Kalon","Bernardini","Always a Princess","","","","Racing or Broodmare Prospect","EGL One LLC",120000
4,1195,"Vinery Sales, Agent LXI ","","McKinzie Street","03/07/2022","B    ",Colt,"McKinzie Street","McKinzie","Karpathos","","","","Weanling","Cavalier Bloodstock",120000
4,1196,"Vinery Sales, Agent LXI ","","Karpathos","04/12/2016","DB/BR",Mare,"Karpathos","Tale of the Cat","Contessa Halo","McKinzie","05/03/2022","pregnant","Broodmare","R.N.A. (72,000)",---
4,1197,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for STH LLC","","Katie's Kiss","03/12/2012","B",Mare,"Katie's Kiss","Kantharos","Sydney's Kiss","Maclean's Music","04/22/2022","pregnant","Broodmare","Southern Wives",75000
4,1198,"Pope McLean (Crestwood Farm), Agent II ","","Kazamira","01/21/2005","DB/BR",Mare,"Kazamira","Dynaformer","Proper Cielo","Caravaggio","06/15/2022","pregnant","Broodmare","Nassar Omirah",22000
4,1199,"Pope McLean (Crestwood Farm), Agent II ","","Kazamataz","03/23/2022","DB/BR",Filly,"Kazamataz","The Factor","Kazamira","","","","Weanling","Leonard Hanson",12000
4,1200,"St George Sales, Agent XVII ","","Ketel Twist","03/17/2011","DB/BR",Mare,"Ketel Twist","Dixie Union","Frozen Treat","Upstart","02/27/2022","pregnant","Broodmare","Out",0
4,1201,"Lane's End, Agent ","","Brereton's Baytown","03/04/2022","B",Colt,"Brereton's Baytown","Upstart","Kika","","","","Weanling","Out",0
4,1202,"Four Star Sales, Agent ","","Mitole --- Kisses From Kate","04/14/2022","DB/BR",Colt,"","Mitole","Kisses From Kate","","","","Weanling","Bill and Corinne Heiligbrodt",50000
4,1203,"Winter Quarter Farm, Agent I ","","Kitten Tales","04/07/2018","CH",Mare,"Kitten Tales","Kitten's Joy","Perfect Story","Audible","03/13/2022","pregnant","Broodmare","Freyer Bloodstock, Agent",180000
4,1204,"Legacy Bloodstock, Agent I ","","La Babia","04/17/2017","DB/BR",Mare,"La Babia","Bayern","La Laja","Improbable","04/03/2022","pregnant","Broodmare","R.N.A. (55,000)",---
4,1205,"Garrencasey Sales LLC, Agent I ","","Gift Box --- La Boheme","02/02/2022","GR/RO",Colt,"","Gift Box","La Boheme","","","","Weanling","Spin to Win Stables",30000
4,1206,"Vinery Sales, Agent LXII ","","La Bombonera","02/16/2019","B",Mare,"La Bombonera","Quality Road","Ever So Clever","Audible","02/24/2022","pregnant","Broodmare","Out",0
4,1207,"Candy Meadows Sales, Agent XXV ","","Ladies Night","03/04/2015","B",Mare,"Ladies Night","Eskendereya","Lemondropontherox","Tiz the Law","05/20/2022","pregnant","Broodmare","Ladies Night Partnership",50000
4,1208,"Lane's End, Agent ","","Lady Anna","01/30/2017","B",Mare,"Lady Anna","Into Mischief","Race Hunter","","","","Broodmare Prospect","Forty Oaks",100000
4,1209,"Pope McLean (Crestwood Farm), Agent for Kendall E. Hansen, M.D. Racing, LLC","","Vidia","04/11/2022","GR/RO",Filly,"Vidia","Vekoma","Lady Hansen","","","","Weanling","Eric Antonio Delvalle",60000
4,1210,"Woodford Thoroughbreds, Agent VIII ","","Votan","04/10/2022","B",Colt,"Votan","Vekoma","Lady Lil","","","","Weanling","Out",0
4,1211,"Mill Ridge Sales, Agent ","","Lady Stardust","04/17/2014","B",Mare,"Lady Stardust","Union Rags","Hallelujah Trail","Upstart","05/10/2022","pregnant","Broodmare","Brian Kahn",16000
4,1212,"Ballysax Bloodstock, Agent IV ","","La Gioiosa (FR)","04/14/2018","GR/RO",Mare,"La Gioiosa (FR)","Myboycharlie (IRE)","Zaraba (IRE)","Karakontie (JPN)","03/25/2022","pregnant","Broodmare","Sancal",15000
4,1213,"Runnymede Farm LLC, Agent ","","Gus McCrae","04/19/2022","B    ",Colt,"Gus McCrae","Laoban","La Parisienne","","","","Weanling","Louis Neve",35000
4,1214,"Beau Lane Bloodstock, Agent II ","","Sturgeon Moon","02/17/2022","B",Filly,"Sturgeon Moon","Instagrand","La Regia","","","","Weanling","Oxo Equine LLC",60000
4,1215,"Four Star Sales, Agent ","","Flameaway --- La Sola Ranger","03/31/2022","B",Colt,"","Flameaway","La Sola Ranger","","","","Weanling","Out",0
4,1216,"Vinery Sales, Agent LVIII ","","Final Data","03/09/2022","B",Colt,"Final Data","Audible","Leafs Dream","","","","Weanling","Buena Madera",120000
4,1217,"Penn Sales, Agent for Opas and Sinatra ","","Legacy","04/01/2010","DB/BR",Mare,"Legacy","Sightseeing","Royal Flush","Rock Your World","03/25/2022","pregnant","Broodmare","Woods Edge Farm",35000
4,1218,"Penn Sales, Agent for Opas and Sinatra ","","Vekoma --- Legacy","02/24/2022","B    ",Filly,"","Vekoma","Legacy","","","","Weanling","JCM",140000
4,1219,"Havens Bloodstock Agency, Inc., Agent ","","Caravaggio --- Legendary Peace","03/02/2022","B",Colt,"","Caravaggio","Legendary Peace","","","","Weanling","3 Stars",22000
4,1220,"Legacy Bloodstock, Agent V ","","Volatile --- Lemon Drop Kitty","01/29/2022","GR/RO",Colt,"","Volatile","Lemon Drop Kitty","","","","Weanling","Out",0
4,1221,"Stonehaven Steadings ","","Liberty Lady","03/07/2014","DB/BR",Mare,"Liberty Lady","Bernardini","Steelin'","Street Sense","03/21/2022","pregnant","Broodmare","Out",0
4,1222,"Taylor Made Sales Agency, Agent CXLVIII ","","Light of the Nile","05/29/2013","CH",Mare,"Light of the Nile","Eskendereya","Star of Goshen","Volatile","05/27/2022","pregnant","Broodmare","Out",0
4,1223,"Taylor Made Sales Agency, Agent CXLVIII ","","Chaos Control","05/01/2022","CH   ",Colt,"Chaos Control","Volatile","Light of the Nile","","","","Weanling","XXY Stud",325000
4,1224,"Runnymede Farm LLC, Agent ","","Light the Sky","05/17/2013","GR/RO",Mare,"Light the Sky","Tapit","Heat Lightning","Omaha Beach","03/16/2022","pregnant","Broodmare","R.N.A. (95,000)",---
4,1225,"Taylor Made Sales Agency, Agent CXLII ","","Like It Hot","02/27/2012","DB/BR",Mare,"Like It Hot","Giant's Causeway","Cosmic Fire","Silver State","05/28/2022","pregnant","Broodmare","R.N.A. (20,000)",---
4,1226,"Bluewater Sales LLC, Agent XXIV ","","Backwater","04/04/2022","B    ",Filly,"Backwater","Audible","Lil Mo Gold","","","","Weanling","R.N.A. (37,000)",---
4,1227,"Woodford Thoroughbreds, Agent VII ","","Not This Time --- Literary Critic","04/06/2022","B    ",Colt,"","Not This Time","Literary Critic","","","","Weanling","PB Stable",115000
4,1228,"Highgate Sales, Agent I ","","Lockstep","04/17/2019","CH",Mare,"Lockstep","Nyquist","Forever Loyal","American Pharoah","03/01/2022","pregnant","Broodmare","R.N.A. (95,000)",---
4,1229,"Four Star Sales, Agent ","","Achilles Money","02/11/2022","B",Colt,"Achilles Money","Mitole","Lookout Rags","","","","Weanling","John Glasshof",30000
4,1230,"Claiborne Farm, Agent ","","Lope","04/25/2013","DB/BR",Mare,"Lope","Arch","Sidle","War of Will","03/31/2022","pregnant","Broodmare","R.N.A. (95,000)",---
4,1231,"Claiborne Farm, Agent ","","Fight Club","02/08/2022","B    ",Colt,"Fight Club","War of Will","Lope","","","","Weanling","Bluewater, Agent for Gary Barber",100000
4,1232,"Vinery Sales, Agent XLIX ","","Mila Rose","01/16/2022","CH",Filly,"Mila Rose","Vekoma","Lucky Lady Lawyer","","","","Weanling","de Meric Sales, Agent",50000
4,1233,"Hidden Brook, Agent XVI ","","Prime Secret","03/16/2022","B",Colt,"Prime Secret","Upstart","Lucky Striker","","","","Weanling","Out",0
4,1234,"St George Sales, Agent XVIII ","","Honor A. P. --- Mackenzie Capri","03/29/2022","DB/BR",Colt,"","Honor A. P.","Mackenzie Capri","","","","Weanling","Calumet Farm",60000
4,1235,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent X ","","My Lady Bae","02/02/2022","B",Filly,"My Lady Bae","Volatile","Madame X.","","","","Weanling","Valley View Ranch",70000
4,1236,"Taylor Made Sales Agency, Agent CXLII ","","McKinzie --- Made to Measure","01/30/2022","B",Filly,"","McKinzie","Made to Measure","","","","Weanling","Out",0
4,1237,"Buckland Sales (Zach Madden), Agent XXV ","","Forever Now","04/20/2022","B",Colt,"Forever Now","Global Campaign","Magical Dream","","","","Weanling","Out",0
4,1238,"St George Sales, Agent XXIII ","","Maid of Honor","04/21/2017","GR/RO",Mare,"Maid of Honor","Medaglia d'Oro","Lovely Regina","Twirling Candy","04/08/2022","pregnant","Broodmare","JCB Stables",260000
4,1239,"Claiborne Farm, Agent ","","Malibeauty","04/20/2017","B",Mare,"Malibeauty","Malibu Moon","Jaramar Rain","Blame","05/09/2022","pregnant","Broodmare","Joseph Migliore, Agent",95000
4,1240,"Woods Edge Farm (Peter O'Callaghan), Agent III ","","Malibu Dawn","01/15/2016","B",Mare,"Malibu Dawn","Malibu Moon","Coastal Dawn","Good Magic","03/20/2022","pregnant","Broodmare","Roger Schipke",100000
4,1241,"Woods Edge Farm (Peter O'Callaghan), Agent III ","","Welcome On Board","02/13/2022","B    ",Filly,"Welcome On Board","Mendelssohn","Malibu Dawn","","","","Weanling","Swynford Management",7000
4,1242,"Taylor Made Sales Agency, Agent XLVI ","","Global Campaign --- Marrakesh Express","03/22/2022","B",Filly,"","Global Campaign","Marrakesh Express","","","","Weanling","R.N.A. (30,000)",---
4,1243,"Scott Mallory, Agent IV ","","Marsh Girl","04/04/2018","DB/BR",Mare,"Marsh Girl","Shanghai Bobby","Kelly Pond","Silver State","04/09/2022","pregnant","Broodmare","Berkey Bloodstock LLC",80000
4,1244,"Lane's End, Agent ","","Evening Games","01/27/2022","CH",Filly,"Evening Games","Game Winner","Midnight Girl","","","","Weanling","Out",0
4,1245,"Nursery Place, Agent ","","Minds Eyes","02/07/2009","CH",Mare,"Minds Eyes","Macho Uno","Blessings Count","Silver State","03/06/2022","pregnant","Broodmare","Peter Beals (Beals Racing Stable)",25000
4,1246,"Scott Mallory, Agent II ","","Minestorm","03/23/2013","DB/BR",Mare,"Minestorm","Mineshaft","In the Storm","Maclean's Music","04/17/2022","pregnant","Broodmare","Out",0
4,1247,"Grovendale Sales, Agent for St. Simon Place and Scott Stephens","","Miss Beatrice","01/19/2018","GR/RO",Mare,"Miss Beatrice","Liam's Map","Deceit","Tiz the Law","02/18/2022","pregnant","Broodmare","Nuckols Farm ",65000
4,1248,"Burleson Farms, Agent ","","Large Pour","05/05/2022","B",Colt,"Large Pour","Vino Rosso","Missbigtimes","","","","Weanling","Out",0
4,1249,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ","","Miss Empire","04/22/2010","B",Mare,"Miss Empire","Empire Maker","Miss Excitement","City of Light","03/14/2022","pregnant","Broodmare","Richard Barton Enterprises",45000
4,1250,"Lane's End, Agent ","","Mitigation","03/01/2019","B",Filly,"Mitigation","Into Mischief","Chase Motto","","","","Broodmare Prospect","Tony Holmes",70000
4,1251,"Legacy Bloodstock, Agent III ","","Violence --- Monopole","02/24/2022","DB/BR",Filly,"","Violence","Monopole","","","","Weanling","HM Murdock",70000
4,1252,"Castle Park Farm LLC (Noel Murphy), Agent VI ","","Practical Joke --- Mo's Song","04/09/2022","B    ",Colt,"","Practical Joke","Mo's Song","","","","Weanling","John Donohue",85000
4,1253,"Grovendale Sales, Agent XXV ","","Moves Like Magic","03/04/2016","B",Mare,"Moves Like Magic","Maclean's Music","Schefflera","Audible","03/09/2022","pregnant","Broodmare","R.N.A. (145,000)",---
4,1254,"Winter Quarter Farm, Agent I ","","Mumbai","03/13/2017","B",Mare,"Mumbai","Street Sense","Missile Bay","Not This Time","03/02/2022","pregnant","Broodmare","Stone Bridge Investments",285000
4,1255,"Lane's End, Agent ","","My Cousin Martha","03/22/2014","B",Mare,"My Cousin Martha","Stay Thirsty","I'm Breathtaking","Union Rags","03/21/2022","pregnant","Broodmare","Rockridge Stud,LLC",40000
4,1256,"Trackside Farm (Tom Evans), Agent II ","","My Curlina","03/09/2010","CH",Mare,"My Curlina","Belong to Me","Daisyago","Tacitus","04/26/2022","pregnant","Broodmare","Out",0
4,1257,"Trackside Farm (Tom Evans), Agent ","","My Little Minx","02/16/2018","B",Mare,"My Little Minx","Empire Maker","Minnie Macy","Tom's d'Etat","04/03/2022","pregnant","Broodmare","Todd & Shawn Hansen",45000
4,1258,"Trackside Farm (Tom Evans), Agent ","","Shake Em Bella","01/25/2022","B    ",Filly,"Shake Em Bella","West Coast","My Little Minx","","","","Weanling","Brian Chenvert",27000
4,1259,"Beau Lane Bloodstock, Agent III ","","Maximus Mischief --- Myluvforugrowsdaly","03/10/2022","B",Colt,"","Maximus Mischief","Myluvforugrowsdaly","","","","Weanling","Myra Farm",7000
4,1260,"Ballysax Bloodstock, Agent III ","","My Sweet Stella","04/02/2014","B",Mare,"My Sweet Stella","Eskendereya","Megalicious","Knicks Go","04/07/2022","pregnant","Broodmare","My Sweet Stella",34000
4,1261,"Small Batch Sales, Agent V ","","Practical Joke --- Naughty Little Nun","02/16/2022","CH   ",Filly,"","Practical Joke","Naughty Little Nun","","","","Weanling","Boca Horse",65000
4,1262,"Vinery Sales, Agent for Five Miles North LLC ","","Navaja Merkel","04/03/2022","CH",Filly,"Navaja Merkel","Mendelssohn","Navajo","","","","Weanling","HorseOlogy",45000
4,1263,"Taylor Made Sales Agency, Agent LXI ","","Suezmax","01/26/2022","DB/BR",Colt,"Suezmax","Connect","Nec Metu","","","","Weanling","J.S. Company, Limited",40000
4,1264,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for STH LLC","","Nefferkitty","04/07/2019","CH",Mare,"Nefferkitty","Kitten's Joy","Thyme For Roses (AUS)","Good Magic","02/19/2022","pregnant","Broodmare","Three Times a Charm",30000
4,1265,"Mill Ridge Sales, Agent ","","Never Give Up","02/28/2016","DB/BR",Mare,"Never Give Up","War Front","Ensenada","City of Light","05/20/2022","pregnant","Broodmare","J.S. Company, Limited",80000
4,1266,"Greenfield Farms, Agent VI ","","Moon Law","02/09/2022","DB/BR",Filly,"Moon Law","Tiz the Law","Noon Moon","","","","Weanling","Global Racing LLC",32000
4,1267,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VII ","","Uncle Mo --- Orageuse","03/09/2022","B",Colt,"","Uncle Mo","Orageuse","","","","Weanling","Out",0
4,1268,"Taylor Made Sales Agency, Agent XLIII ","","Orbs Baby Girl","05/02/2018","B",Mare,"Orbs Baby Girl","Orb","This Is War","Vino Rosso","03/17/2022","pregnant","Broodmare","R.N.A. (140,000)",---
4,1269,"Nursery Place, Agent ","","Ours to Run","05/03/2014","B",Mare,"Ours to Run","Half Ours","Brown Eyed Baby","Upstart","04/16/2022","pregnant","Broodmare","Rockridge Stud",145000
4,1270,"Nursery Place, Agent ","","Twirling Candy --- Ours to Run","03/20/2022","B",Filly,"","Twirling Candy","Ours to Run","","","","Weanling","Bay Shore Stable",380000
4,1271,"Winter Quarter Farm, Agent for Oak Bluff Stable ","","Pandamom","05/07/2017","B",Mare,"Pandamom","Uncle Mo","Akilina","Liam's Map","02/18/2022","pregnant","Broodmare","Hunter Valley Farm",200000
4,1272,"Lane's End, Agent ","","Pearl River","03/17/2016","B",Mare,"Pearl River","Quality Road","Ain't She Sweet","Nyquist","05/07/2022","pregnant","Broodmare","Marc Tacher",50000
4,1273,"Hidden Brook, Agent II ","","Liam's Map --- Pechanga (IRE)","03/26/2022","CH   ",Colt,"","Liam's Map","Pechanga (IRE)","","","","Weanling","3 Stars",17000
4,1274,"Four Star Sales, Agent ","","Complexity --- Perfect Pegasus","03/16/2022","B",Filly,"","Complexity","Perfect Pegasus","","","","Weanling","R.N.A. (55,000)",---
4,1275,"Legacy Bloodstock, Agent VIII ","","Vino Rosso --- Philadelphia Gold","04/29/2022","CH   ",Colt,"","Vino Rosso","Philadelphia Gold","","","","Weanling","Swynford Management",50000
4,1276,"Vinery Sales, Agent LXXII ","","Pixel (FR)","04/29/2018","DB/BR",Mare,"Pixel (FR)","Kodiac (GB)","Mikkwa","Ghostzapper","02/23/2022","pregnant","Broodmare","Triple T. Ranch",50000
4,1277,"Stuart Morris, Agent for Highclere, Rabanal and Wickes","","Plane Lucky","04/24/2013","B",Mare,"Plane Lucky","Lucky Pulpit","Jetinwith Kennedy","Maxfield","04/04/2022","pregnant","Broodmare","Tracy Farmer",110000
4,1278,"Stuart Morris, Agent for Highclere, Rabanal and Wickes","","Helicopter","03/04/2022","B",Colt,"Helicopter","McKinzie","Plane Lucky","","","","Weanling","Willow Creek Ranch",115000
4,1279,"St George Sales, Agent XVII ","","Honor A. P. --- Poetic Kid","03/14/2022","DB/BR",Filly,"","Honor A. P.","Poetic Kid","","","","Weanling","Swynford Management",50000
4,1280,"Mill Ridge Sales, Agent ","","Ponytail","02/19/2013","DB/BR",Mare,"Ponytail","Lonhro (AUS)","Sugar Again","Omaha Beach","03/25/2022","pregnant","Broodmare","Richard Barton Enterprises",30000
4,1281,"Kingswood Farm, Agent ","","Favorite Day","03/31/2022","GR/RO",Colt,"Favorite Day","Volatile","Pooh Corner","","","","Weanling","Davant Latham, Agent",215000
4,1282,"Lane's End, Agent ","","Prevaricate","02/01/2019","DB/BR",Mare,"Prevaricate","Medaglia d'Oro","Broadway's Alibi","Improbable","03/04/2022","pregnant","Broodmare","Out",0
4,1283,"St George Sales, Agent XVII ","","Princess Aspen","04/11/2011","CH",Mare,"Princess Aspen","Birdstone","Rhumb Line","Violence","05/14/2022","not pregnant","Broodmare","Out",0
4,1284,"Grovendale Sales, Agent XIII ","","Pilinqui","02/28/2022","CH   ",Colt,"Pilinqui","Vekoma","Prom Time","","","","Weanling","GEB Bloodstock",20000
4,1285,"Grovendale Sales, Agent IV ","","Proud and Charming","05/09/2009","DB/BR",Mare,"Proud and Charming","Proud Citizen","Dynamism","Bolt d'Oro","05/30/2022","pregnant","Broodmare","R.N.A. (65,000)",---
4,1286,"Buckland Sales (Zach Madden), Agent XXX ","","Secrecy Is Evil","03/24/2022","CH",Colt,"Secrecy Is Evil","Omaha Beach","Pseudonym","","","","Weanling","Barksdale Organization",60000
4,1287,"Buckland Sales (Zach Madden), Agent XIX ","","Esh","02/11/2022","CH   ",Colt,"Esh","Catalina Cruiser","Purely Lucky","","","","Weanling","R.N.A. (37,000)",---
4,1288,"Kingswood Farm, Agent II ","","Authentic --- Pyrrhic Victory","02/02/2022","B",Colt,"","Authentic","Pyrrhic Victory","","","","Weanling","Remount Thoroughbreds / Hoby Kight, Agent",170000
